county,office,district,party,candidate,votes
Jefferson,Retention of John D. Couriel,Justice of the Supreme Court,NOP,Yes,4106
Jefferson,Retention of Jorge Labarga,Justice of the Supreme Court,NA,OverVotes,0
Jefferson,Retention of Jorge Labarga,Justice of the Supreme Court,NA,UnderVotes,699
Jefferson,Retention of Jorge Labarga,Justice of the Supreme Court,NOP,No,2729
Jefferson,Retention of Jorge Labarga,Justice of the Supreme Court,NOP,Yes,3724
Jefferson,Retention of Lori S. Rowe,First District Court of Appeal,NA,OverVotes,5
Jefferson,Retention of Lori S. Rowe,First District Court of Appeal,NA,UnderVotes,782
Jefferson,Retention of Lori S. Rowe,First District Court of Appeal,NOP,No,2161
Jefferson,Retention of Lori S. Rowe,First District Court of Appeal,NOP,Yes,4204
Jefferson,Retention of Ricky Polston,Justice of the Supreme Court,NA,OverVotes,2
Jefferson,Retention of Ricky Polston,Justice of the Supreme Court,NA,UnderVotes,721
Jefferson,Retention of Ricky Polston,Justice of the Supreme Court,NOP,No,2275
Jefferson,Retention of Ricky Polston,Justice of the Supreme Court,NOP,Yes,4154
Jefferson,Retention of Ross L. Bilbrey,First District Court of Appeal,NA,OverVotes,1
Jefferson,Retention of Ross L. Bilbrey,First District Court of Appeal,NA,UnderVotes,777
Jefferson,Retention of Ross L. Bilbrey,First District Court of Appeal,NOP,No,2246
Jefferson,Retention of Ross L. Bilbrey,First District Court of Appeal,NOP,Yes,4128
Jefferson,Retention of Susan Kelsey,First District Court of Appeal,NA,OverVotes,1
Jefferson,Retention of Susan Kelsey,First District Court of Appeal,NA,UnderVotes,802
Jefferson,Retention of Susan Kelsey,First District Court of Appeal,NOP,No,2204
Jefferson,Retention of Susan Kelsey,First District Court of Appeal,NOP,Yes,4145
Jefferson,State Senate,3,DEM,Loranne Ausley,2962
Jefferson,State Senate,3,NA,OverVotes,2
Jefferson,State Senate,3,NA,UnderVotes,74
Jefferson,State Senate,3,REP,Corey Simon,4114
Jefferson,Supervisor of Elections,NA,DEM,"Althera ""Thebo"" Johnson",2639
Jefferson,Supervisor of Elections,NA,NA,OverVotes,0
Jefferson,Supervisor of Elections,NA,NA,UnderVotes,114
Jefferson,Supervisor of Elections,NA,REP,Michelle Milligan,4399
Jefferson,U.S. House,2,DEM,Al Lawson,2973
Jefferson,U.S. House,2,NA,OverVotes,0
Jefferson,U.S. House,2,NA,UnderVotes,42
Jefferson,U.S. House,2,REP,Neal Dunn,4137
Jefferson,U.S. Senate,NA,DEM,Val Demings,2929
Jefferson,U.S. Senate,NA,LPF,Dennis Misigoy,24
Jefferson,U.S. Senate,NA,NA,OverVotes,1
Jefferson,U.S. Senate,NA,NA,UnderVotes,24
Jefferson,U.S. Senate,NA,NA,WriteinVotes,3
Jefferson,U.S. Senate,NA,NPA,Steven B. Grant,24
Jefferson,U.S. Senate,NA,NPA,Tuan TQ Nguyen,10
Jefferson,U.S. Senate,NA,REP,Marco Rubio,4137
Lafayette,Amendment No. 1: Limitation On Assessment of Real Property Used For Residential Purposes,NA,NA,OverVotes,2
Lafayette,Amendment No. 1: Limitation On Assessment of Real Property Used For Residential Purposes,NA,NA,UnderVotes,224
Lafayette,Amendment No. 1: Limitation On Assessment of Real Property Used For Residential Purposes,NA,NOP,No for Rejection,1400
Lafayette,Amendment No. 1: Limitation On Assessment of Real Property Used For Residential Purposes,NA,NOP,Yes for Approval,1295
Lafayette,Amendment No. 2: Abolishing the Constitution Revision Commission,NA,NA,OverVotes,3
Lafayette,Amendment No. 2: Abolishing the Constitution Revision Commission,NA,NA,UnderVotes,244
Lafayette,Amendment No. 2: Abolishing the Constitution Revision Commission,NA,NOP,No for Rejection,1347
Lafayette,Amendment No. 2: Abolishing the Constitution Revision Commission,NA,NOP,Yes for Approval,1327
Lafayette,Amendment No. 3: Additional Homestead Property Tax Exemption For Specified Critical Public Services Workforce,NA,NA,OverVotes,0
Lafayette,Amendment No. 3: Additional Homestead Property Tax Exemption For Specified Critical Public Services Workforce,NA,NA,UnderVotes,172
Lafayette,Amendment No. 3: Additional Homestead Property Tax Exemption For Specified Critical Public Services Workforce,NA,NOP,No for Rejection,1328
Lafayette,Amendment No. 3: Additional Homestead Property Tax Exemption For Specified Critical Public Services Workforce,NA,NOP,Yes for Approval,1421
Lafayette,Attorney General,NA,DEM,Aramis Ayala,273
Lafayette,Attorney General,NA,NA,OverVotes,1
Lafayette,Attorney General,NA,NA,UnderVotes,29
Lafayette,Attorney General,NA,REP,Ashley Moody,2618
Lafayette,Chief Financial Officer,NA,DEM,Adam Hattersley,320
Lafayette,Chief Financial Officer,NA,NA,OverVotes,0
Lafayette,Chief Financial Officer,NA,NA,UnderVotes,46
Lafayette,Chief Financial Officer,NA,REP,Jimmy Patronis,2555
Lafayette,Commissioner of Agriculture,NA,DEM,Naomi Esther Blemur,299
Lafayette,Commissioner of Agriculture,NA,NA,OverVotes,0
Lafayette,Commissioner of Agriculture,NA,NA,UnderVotes,38
Lafayette,Commissioner of Agriculture,NA,REP,Wilton Simpson,2584
Lafayette,Governor,NA,DEM,Crist / Hernandez,294
Lafayette,Governor,NA,LPF,Roos / Rorabaugh,4
Lafayette,Governor,NA,NA,OverVotes,0
Lafayette,Governor,NA,NA,UnderVotes,3
Lafayette,Governor,NA,NPA,Gimenez / Gibson,3
Lafayette,Governor,NA,REP,DeSantis / Nuñez,2617
Lafayette,Registered Voters,NA,NA,NA,4544
Lafayette,Retention of Bo Winokur,First District Court of Appeal,NA,OverVotes,3
Lafayette,Retention of Bo Winokur,First District Court of Appeal,NA,UnderVotes,297
Lafayette,Retention of Bo Winokur,First District Court of Appeal,NOP,No,952
Lafayette,Retention of Bo Winokur,First District Court of Appeal,NOP,Yes,1669
Lafayette,Retention of Bobby Long,First District Court of Appeal,NA,OverVotes,2
Lafayette,Retention of Bobby Long,First District Court of Appeal,NA,UnderVotes,292
Lafayette,Retention of Bobby Long,First District Court of Appeal,NOP,No,887
Lafayette,Retention of Bobby Long,First District Court of Appeal,NOP,Yes,1740
Lafayette,Retention of Charles T. Canady,Justice of the Supreme Court,NA,OverVotes,3
Lafayette,Retention of Charles T. Canady,Justice of the Supreme Court,NA,UnderVotes,272
Lafayette,Retention of Charles T. Canady,Justice of the Supreme Court,NOP,No,1004
Lafayette,Retention of Charles T. Canady,Justice of the Supreme Court,NOP,Yes,1642
Lafayette,Retention of Jamie Grosshans,Justice of the Supreme Court,NA,OverVotes,2
Lafayette,Retention of Jamie Grosshans,Justice of the Supreme Court,NA,UnderVotes,283
Lafayette,Retention of Jamie Grosshans,Justice of the Supreme Court,NOP,No,900
Lafayette,Retention of Jamie Grosshans,Justice of the Supreme Court,NOP,Yes,1736
Lafayette,Retention of John D. Couriel,Justice of the Supreme Court,NA,OverVotes,1
Lafayette,Retention of John D. Couriel,Justice of the Supreme Court,NA,UnderVotes,283
Lafayette,Retention of John D. Couriel,Justice of the Supreme Court,NOP,No,875
Lafayette,Retention of John D. Couriel,Justice of the Supreme Court,NOP,Yes,1762
Lafayette,Retention of Jorge Labarga,Justice of the Supreme Court,NA,OverVotes,2
Lafayette,Retention of Jorge Labarga,Justice of the Supreme Court,NA,UnderVotes,290
Lafayette,Retention of Jorge Labarga,Justice of the Supreme Court,NOP,No,1330
Lafayette,Retention of Jorge Labarga,Justice of the Supreme Court,NOP,Yes,1299
Lafayette,Retention of Lori S. Rowe,First District Court of Appeal,NA,OverVotes,3
Lafayette,Retention of Lori S. Rowe,First District Court of Appeal,NA,UnderVotes,298
Lafayette,Retention of Lori S. Rowe,First District Court of Appeal,NOP,No,1062
Lafayette,Retention of Lori S. Rowe,First District Court of Appeal,NOP,Yes,1558
Lafayette,Retention of Ricky Polston,Justice of the Supreme Court,NA,OverVotes,1
Lafayette,Retention of Ricky Polston,Justice of the Supreme Court,NA,UnderVotes,282
Lafayette,Retention of Ricky Polston,Justice of the Supreme Court,NOP,No,1067
Lafayette,Retention of Ricky Polston,Justice of the Supreme Court,NOP,Yes,1571
Lafayette,Retention of Ross L. Bilbrey,First District Court of Appeal,NA,OverVotes,3
Lafayette,Retention of Ross L. Bilbrey,First District Court of Appeal,NA,UnderVotes,283
Lafayette,Retention of Ross L. Bilbrey,First District Court of Appeal,NOP,No,953
Lafayette,Retention of Ross L. Bilbrey,First District Court of Appeal,NOP,Yes,1682
Lafayette,Retention of Susan Kelsey,First District Court of Appeal,NA,OverVotes,3
Lafayette,Retention of Susan Kelsey,First District Court of Appeal,NA,UnderVotes,294
Lafayette,Retention of Susan Kelsey,First District Court of Appeal,NOP,No,962
Lafayette,Retention of Susan Kelsey,First District Court of Appeal,NOP,Yes,1662
Lafayette,School Board,3,NA,OverVotes,1
Lafayette,School Board,3,NA,UnderVotes,82
Lafayette,School Board,3,NOP,Marion McCray,1601
Lafayette,School Board,3,NOP,Mary Anne Koon McCray,1237
Lafayette,State Senate,3,DEM,Loranne Ausley,330
Lafayette,State Senate,3,NA,OverVotes,0
Lafayette,State Senate,3,NA,UnderVotes,58
Lafayette,State Senate,3,REP,Corey Simon,2533
Lafayette,U.S. House,2,DEM,Al Lawson,10
Lafayette,U.S. House,2,NA,OverVotes,0
Lafayette,U.S. House,2,NA,UnderVotes,1
Lafayette,U.S. House,2,REP,Neal Dunn,115
Lafayette,U.S. House,3,DEM,Danielle Hawk,287
Lafayette,U.S. House,3,NA,OverVotes,0
Lafayette,U.S. House,3,NA,UnderVotes,24
Lafayette,U.S. House,3,NPA,Linda S. Brooks,28
Lafayette,U.S. House,3,REP,Kat Cammack,2456
Lafayette,U.S. Senate,NA,DEM,Val Demings,348
Lafayette,U.S. Senate,NA,LPF,Dennis Misigoy,11
Lafayette,U.S. Senate,NA,NA,OverVotes,1
Lafayette,U.S. Senate,NA,NA,UnderVotes,12
Lafayette,U.S. Senate,NA,NA,WriteinVotes,1
Lafayette,U.S. Senate,NA,NPA,Steven B. Grant,22
Lafayette,U.S. Senate,NA,NPA,Tuan TQ Nguyen,5
Lafayette,U.S. Senate,NA,REP,Marco Rubio,2521
Lake,Amendment No. 1: Limitation On Assessment of Real Property Used For Residential Purposes,NA,NA,OverVotes,74
Lake,Amendment No. 1: Limitation On Assessment of Real Property Used For Residential Purposes,NA,NA,UnderVotes,15036
Lake,Amendment No. 1: Limitation On Assessment of Real Property Used For Residential Purposes,NA,NOP,No for Rejection,61355
Lake,Amendment No. 1: Limitation On Assessment of Real Property Used For Residential Purposes,NA,NOP,Yes for Approval,84059
Lake,Amendment No. 2: Abolishing the Constitution Revision Commission,NA,NA,OverVotes,92
Lake,Amendment No. 2: Abolishing the Constitution Revision Commission,NA,NA,UnderVotes,13238
Lake,Amendment No. 2: Abolishing the Constitution Revision Commission,NA,NOP,No for Rejection,60581
Lake,Amendment No. 2: Abolishing the Constitution Revision Commission,NA,NOP,Yes for Approval,86118
Lake,Amendment No. 3: Additional Homestead Property Tax Exemption For Specified Critical Public Services Workforce,NA,NA,OverVotes,68
Lake,Amendment No. 3: Additional Homestead Property Tax Exemption For Specified Critical Public Services Workforce,NA,NA,UnderVotes,8023
Lake,Amendment No. 3: Additional Homestead Property Tax Exemption For Specified Critical Public Services Workforce,NA,NOP,No for Rejection,60835
Lake,Amendment No. 3: Additional Homestead Property Tax Exemption For Specified Critical Public Services Workforce,NA,NOP,Yes for Approval,91103
Lake,Arlington Ridge Community Development District,Seat 4,NA,OverVotes,3
Lake,Arlington Ridge Community Development District,Seat 4,NA,UnderVotes,116
Lake,Arlington Ridge Community Development District,Seat 4,NOP,Stephen J. Braun,634
Lake,Arlington Ridge Community Development District,Seat 4,NOP,Ted O. Kostich,776
Lake,Arlington Ridge Community Development District,Seat 5,NA,OverVotes,0
Lake,Arlington Ridge Community Development District,Seat 5,NA,UnderVotes,104
Lake,Arlington Ridge Community Development District,Seat 5,NOP,Bob Hoover,1005
Lake,Arlington Ridge Community Development District,Seat 5,NOP,Carol A. DiCicco,420
Lake,Attorney General,NA,DEM,Aramis Ayala,49055
Lake,Attorney General,NA,NA,OverVotes,13
Lake,Attorney General,NA,NA,UnderVotes,2258
Lake,Attorney General,NA,REP,Ashley Moody,109246
Lake,Chief Financial Officer,NA,DEM,Adam Hattersley,52205
Lake,Chief Financial Officer,NA,NA,OverVotes,8
Lake,Chief Financial Officer,NA,NA,UnderVotes,3565
Lake,Chief Financial Officer,NA,REP,Jimmy Patronis,104794
Lake,Commissioner of Agriculture,NA,DEM,Naomi Esther Blemur,52147
Lake,Commissioner of Agriculture,NA,NA,OverVotes,29
Lake,Commissioner of Agriculture,NA,NA,UnderVotes,3502
Lake,Commissioner of Agriculture,NA,REP,Wilton Simpson,104894
Lake,County Commissioner,2,NA,OverVotes,25
Lake,County Commissioner,2,NA,UnderVotes,38317
Lake,County Commissioner,2,NA,WriteinVotes,330
Lake,County Commissioner,2,REP,Sean M. Parks,121900
Lake,Governor,NA,DEM,Crist / Hernandez,52579
Lake,Governor,NA,LPF,Roos / Rorabaugh,367
Lake,Governor,NA,NA,OverVotes,46
Lake,Governor,NA,NA,UnderVotes,366
Lake,Governor,NA,NPA,Gimenez / Gibson,636
Lake,Governor,NA,REP,DeSantis / Nuñez,106578
Lake,Lake Soil and Water Conservation District,Group 1,NA,OverVotes,32
Lake,Lake Soil and Water Conservation District,Group 1,NA,UnderVotes,32612
Lake,Lake Soil and Water Conservation District,Group 1,NOP,Carlos Lugo,45525
Lake,Lake Soil and Water Conservation District,Group 1,NOP,Matthew Griffin,82403
Lake,Registered Voters,NA,NA,NA,276151
Lake,Retention of Brian D. Lambert,Fifth District Court of Appeal,NA,OverVotes,26
Lake,Retention of Brian D. Lambert,Fifth District Court of Appeal,NA,UnderVotes,22687
Lake,Retention of Brian D. Lambert,Fifth District Court of Appeal,NOP,No,38100
Lake,Retention of Brian D. Lambert,Fifth District Court of Appeal,NOP,Yes,99759
Lake,Retention of Carrie Ann Wozniak,Fifth District Court of Appeal,NA,OverVotes,15
Lake,Retention of Carrie Ann Wozniak,Fifth District Court of Appeal,NA,UnderVotes,26242
Lake,Retention of Carrie Ann Wozniak,Fifth District Court of Appeal,NOP,No,38315
Lake,Retention of Carrie Ann Wozniak,Fifth District Court of Appeal,NOP,Yes,96000
Lake,Retention of Charles T. Canady,Justice of the Supreme Court,NA,OverVotes,57
Lake,Retention of Charles T. Canady,Justice of the Supreme Court,NA,UnderVotes,19989
Lake,Retention of Charles T. Canady,Justice of the Supreme Court,NOP,No,44888
Lake,Retention of Charles T. Canady,Justice of the Supreme Court,NOP,Yes,95638
Lake,Retention of Dan Traver,Fifth District Court of Appeal,NA,OverVotes,30
Lake,Retention of Dan Traver,Fifth District Court of Appeal,NA,UnderVotes,25459
Lake,Retention of Dan Traver,Fifth District Court of Appeal,NOP,No,38949
Lake,Retention of Dan Traver,Fifth District Court of Appeal,NOP,Yes,96134
Lake,Retention of James A. Edwards,Fifth District Court of Appeal,NA,OverVotes,76
Lake,Retention of James A. Edwards,Fifth District Court of Appeal,NA,UnderVotes,23138
Lake,Retention of James A. Edwards,Fifth District Court of Appeal,NOP,No,37311
Lake,Retention of James A. Edwards,Fifth District Court of Appeal,NOP,Yes,100047
Lake,Retention of Jamie Grosshans,Justice of the Supreme Court,NA,OverVotes,81
Lake,Retention of Jamie Grosshans,Justice of the Supreme Court,NA,UnderVotes,20506
Lake,Retention of Jamie Grosshans,Justice of the Supreme Court,NOP,No,43239
Lake,Retention of Jamie Grosshans,Justice of the Supreme Court,NOP,Yes,96746
Lake,Retention of Jay Cohen,Fifth District Court of Appeal,NA,OverVotes,91
Lake,Retention of Jay Cohen,Fifth District Court of Appeal,NA,UnderVotes,22526
Lake,Retention of Jay Cohen,Fifth District Court of Appeal,NOP,No,48943
Lake,Retention of Jay Cohen,Fifth District Court of Appeal,NOP,Yes,89012
Lake,Retention of John D. Couriel,Justice of the Supreme Court,NA,OverVotes,23
Lake,Retention of John D. Couriel,Justice of the Supreme Court,NA,UnderVotes,20377
Lake,Retention of John D. Couriel,Justice of the Supreme Court,NOP,No,43604
Lake,Retention of John D. Couriel,Justice of the Supreme Court,NOP,Yes,96568
Lake,Retention of Jorge Labarga,Justice of the Supreme Court,NA,OverVotes,89
Lake,Retention of Jorge Labarga,Justice of the Supreme Court,NA,UnderVotes,21113
Lake,Retention of Jorge Labarga,Justice of the Supreme Court,NOP,No,48367
Lake,Retention of Jorge Labarga,Justice of the Supreme Court,NOP,Yes,91003
Lake,Retention of Mary Nardella,Fifth District Court of Appeal,NA,OverVotes,88
Lake,Retention of Mary Nardella,Fifth District Court of Appeal,NA,UnderVotes,24178
Lake,Retention of Mary Nardella,Fifth District Court of Appeal,NOP,No,39795
Lake,Retention of Mary Nardella,Fifth District Court of Appeal,NOP,Yes,96511
Lake,Retention of Ricky Polston,Justice of the Supreme Court,NA,OverVotes,55
Lake,Retention of Ricky Polston,Justice of the Supreme Court,NA,UnderVotes,21507
Lake,Retention of Ricky Polston,Justice of the Supreme Court,NOP,No,49637
Lake,Retention of Ricky Polston,Justice of the Supreme Court,NOP,Yes,89373
Lake,School Board,2,NA,OverVotes,83
Lake,School Board,2,NA,UnderVotes,28073
Lake,School Board,2,NOP,Jim Miller,56141
Lake,School Board,2,NOP,Tyler Brandeburg,76275
Lake,State House,25,NA,OverVotes,9
Lake,State House,25,NA,UnderVotes,4617
Lake,State House,25,NPA,Banks Helfrich,23969
Lake,State House,25,REP,Taylor Yarkosky,46542
Lake,State House,26,DEM,Linda Kero,23001
Lake,State House,26,NA,OverVotes,6
Lake,State House,26,NA,UnderVotes,1804
